# Newsky Schedule Export
# Airline: VVX - VOLAR VIRTUAL AIRLINES
# Date: 2026-07-16 19:22z
#
# <- use hash to add comments.
# Remember to respect headers and proper CSV formatting!
# Empty airframes column with result in ALL available
#
# Start of CSV data:
number,dep,arr,type,duration,mon,tue,wed,thu,fri,sat,sun,airframes,active
1263,SBGR,SBTC,pax,110,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1264,SBGR,SBTE,pax,180,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1265,SBGR,SBUL,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1266,SBGR,SBUR,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1267,SBGR,SBVC,pax,95,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1268,SBGR,SBVT,pax,70,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1269,SBGR,SBZM,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1270,SBHT,SBBE,pax,47,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1271,SBIL,SBGR,pax,120,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1272,SBIL,SBKP,pax,114,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1273,SBIL,SBSP,pax,120,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1274,SBIZ,SBBR,pax,105,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1275,SBIZ,SBGR,pax,175,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1276,SBIZ,SBSL,pax,51,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1277,SBJA,SBGR,pax,80,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1278,SBJE,SBCF,pax,147,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1279,SBJE,SBGR,pax,200,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1280,SBJP,SBCF,pax,140,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1281,SBJP,SBDN,pax,217,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1282,SBJP,SBKP,pax,181,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1283,SBJP,SBSP,pax,192,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1284,SBJP,SBSR,pax,180,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1285,SBJP,SBUL,pax,169,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1286,SBJU,SBFZ,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1287,SBJU,SBGR,pax,170,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1288,SBJU,SBKP,pax,166,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1289,SBJV,SBGR,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1290,SBJV,SBSP,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1291,SBKG,SBBR,pax,135,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1292,SBKG,SBSV,pax,66,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1293,SBKP,SBAR,pax,135,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1294,SBKP,SBBE,pax,189,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1295,SBKP,SBBR,pax,80,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1296,SBKP,SBCF,pax,48,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1297,SBKP,SBCG,pax,77,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1298,SBKP,SBCH,pax,69,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1299,SBKP,SBCX,pax,76,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1300,SBKP,SBCY,pax,110,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1301,SBKP,SBEG,pax,211,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1302,SBKP,SBFI,pax,80,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1303,SBKP,SBFL,pax,61,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1304,SBKP,SBFZ,pax,182,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1305,SBKP,SBGL,pax,45,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1306,SBKP,SBGO,pax,73,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1307,SBKP,SBIL,pax,97,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1308,SBKP,SBJP,pax,173,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1309,SBKP,SBJU,pax,148,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1310,SBKP,SBMO,pax,148,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1311,SBKP,SBPA,pax,89,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1312,SBKP,SBPF,pax,80,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1313,SBKP,SBPL,pax,140,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1314,SBKP,SBPS,pax,92,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1315,SBKP,SBRF,pax,171,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1316,SBKP,SBRJ,pax,45,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1317,SBKP,SBSG,pax,173,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1318,SBKP,SBSI,pax,135,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1319,SBKP,SBSL,pax,185,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1320,SBKP,SBSV,pax,112,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1321,SBKP,SBTE,pax,159,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1322,SBKP,SBVT,pax,73,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1323,SBLO,SBGR,pax,65,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1324,SBLO,SBSP,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1325,SBMA,SBBE,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1326,SBMA,SBBR,pax,105,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1327,SBMA,SBCF,pax,131,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1328,SBMG,SBGR,pax,75,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1329,SBMG,SBSP,pax,65,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1330,SBMK,SBGR,pax,85,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1331,SBMK,SBSP,pax,79,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1332,SBMO,SBAE,pax,166,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1333,SBMO,SBBR,pax,135,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1334,SBMO,SBCA,pax,213,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1335,SBMO,SBCF,pax,115,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1336,SBMO,SBCT,pax,188,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1337,SBMO,SBDN,pax,185,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1338,SBMO,SBGL,pax,147,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1339,SBMO,SBGO,pax,133,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1340,SBMO,SBGR,pax,170,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1341,SBMO,SBKP,pax,159,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1342,SBMO,SBPA,pax,218,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1343,SBMO,SBRP,pax,159,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1344,SBMO,SBSP,pax,170,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1345,SBMO,SBSR,pax,154,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1346,SBMO,SBSV,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1347,SBMO,SBUL,pax,141,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1348,SBMQ,SBBE,pax,40,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1349,SBMQ,SBBR,pax,155,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1350,SBMQ,SBGR,pax,225,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1351,SBNF,SBGL,pax,67,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1352,SBNF,SBGR,pax,65,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1353,SBNF,SBSP,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1354,SBPA,SBBR,pax,135,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1355,SBPA,SBCF,pax,120,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1356,SBPA,SBCT,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1357,SBPA,SBFI,pax,73,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1358,SBPA,SBFL,pax,45,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1359,SBPA,SBGL,pax,105,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1360,SBPA,SBGR,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1361,SBPA,SBKP,pax,77,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1362,SBPA,SBMO,pax,217,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1363,SBPA,SBPS,pax,160,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1364,SBPA,SBRF,pax,215,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1365,SBPA,SBSP,pax,80,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1366,SBPA,SBSV,pax,180,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1367,SBPB,SBFZ,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1368,SBPF,SBGR,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1369,SBPF,SBKP,pax,74,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1370,SBPJ,SBBR,pax,65,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1371,SBPJ,SBCF,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1372,SBPJ,SBGR,pax,135,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1373,SBPJ,SWGN,pax,37,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1374,SBPL,SBGR,pax,155,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1375,SBPL,SBKP,pax,147,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1376,SBPL,SBSV,pax,47,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1377,SBPS,SBAE,pax,102,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1378,SBPS,SBAU,pax,110,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1379,SBPS,SBBR,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1380,SBPS,SBCF,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1381,SBPS,SBCY,pax,147,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1382,SBPS,SBDN,pax,118,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1383,SBPS,SBFL,pax,132,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1384,SBPS,SBGL,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1385,SBPS,SBGO,pax,104,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1386,SBPS,SBGR,pax,110,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1387,SBPS,SBKP,pax,94,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1388,SBPS,SBPA,pax,159,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1389,SBPS,SBRP,pax,86,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1390,SBPS,SBSP,pax,110,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1391,SBPS,SBSR,pax,102,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1392,SBPS,SBSV,pax,46,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1393,SBPS,SBUL,pax,92,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1394,SBPV,SBBR,pax,160,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1395,SBPV,SBCF,pax,202,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1396,SBPV,SBCY,pax,99,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1397,SBPV,SBEG,pax,80,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1398,SBRB,SBBR,pax,185,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1399,SBRB,SBCF,pax,222,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1400,SBRB,SBCZ,pax,59,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1401,SBRB,SBEG,pax,98,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1402,SBRB,SBGR,pax,225,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1403,SBRF,SBAE,pax,179,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1404,SBRF,SBBE,pax,140,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1405,SBRF,SBBR,pax,145,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1406,SBRF,SBCF,pax,131,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1407,SBRF,SBDN,pax,184,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1408,SBRF,SBFI,pax,232,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1409,SBRF,SBFN,pax,53,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1410,SBRF,SBFZ,pax,65,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1411,SBRF,SBGL,pax,164,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1412,SBRF,SBGO,pax,150,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1413,SBRF,SBGR,pax,185,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1414,SBRF,SBKP,pax,170,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1415,SBRF,SBPA,pax,249,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1416,SBRF,SBRP,pax,168,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1417,SBRF,SBSL,pax,105,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1418,SBRF,SBSP,pax,190,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1419,SBRF,SBSR,pax,166,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1420,SBRF,SBSV,pax,65,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1421,SBRF,SBTE,pax,87,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1422,SBRF,SBUL,pax,149,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1423,SBRF,SBVT,pax,122,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1424,SBRJ,SBCF,pax,49,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1425,SBRJ,SBGR,pax,45,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1426,SBRJ,SBKP,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1427,SBRJ,SBSP,pax,51,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1428,SBRJ,SBSV,pax,104,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1429,SBRP,SBGR,pax,55,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1430,SBRP,SBMO,pax,147,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1431,SBRP,SBPS,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1432,SBRP,SBRF,pax,162,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1433,SBRP,SBSG,pax,172,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1434,SBRP,SBSP,pax,45,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1435,SBSG,SBBR,pax,155,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1436,SBSG,SBCF,pax,157,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1437,SBSG,SBDN,pax,194,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1438,SBSG,SBGL,pax,171,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1439,SBSG,SBGR,pax,200,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1440,SBSG,SBKP,pax,184,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1441,SBSG,SBRP,pax,178,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1442,SBSG,SBSP,pax,205,true,true,true,true,true,true,true,"A320,A20N,B738,B38M",true
1443,SBSG,SBSR,pax,182,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1444,SBSG,SBSV,pax,80,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1445,SBSG,SBUL,pax,170,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1446,SBSI,SBBR,pax,85,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1447,SBSI,SBGR,pax,140,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1448,SBSI,SBKP,pax,126,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1449,SBSJ,SBGL,pax,33,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1450,SBSL,SBBE,pax,46,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1451,SBSL,SBBR,pax,130,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1452,SBSL,SBCF,pax,150,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1453,SBSL,SBCJ,pax,67,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1454,SBSL,SBFZ,pax,70,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1455,SBSL,SBGL,pax,190,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1456,SBSL,SBGR,pax,195,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1457,SBSL,SBIZ,pax,51,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1458,SBSL,SBKP,pax,196,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1459,SBSL,SBRF,pax,97,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1460,SBSL,SBSP,pax,195,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1461,SBSL,SBSV,pax,114,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1462,SBSN,SBBE,pax,68,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1463,SBSN,SBEG,pax,64,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1464,SBSP,SBAR,pax,140,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1465,SBSP,SBAU,pax,52,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1466,SBSP,SBBR,pax,85,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1467,SBSP,SBCF,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1468,SBSP,SBCG,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1469,SBSP,SBCN,pax,68,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1470,SBSP,SBCT,pax,45,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1471,SBSP,SBCX,pax,73,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1472,SBSP,SBCY,pax,120,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1473,SBSP,SBDB,pax,108,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1474,SBSP,SBDN,pax,52,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1475,SBSP,SBFI,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1476,SBSP,SBFL,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1477,SBSP,SBFZ,pax,200,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1478,SBSP,SBGL,pax,37,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1479,SBSP,SBGO,pax,85,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1480,SBSP,SBIL,pax,110,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1481,SBSP,SBJP,pax,166,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1482,SBSP,SBJV,pax,45,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1483,SBSP,SBLO,pax,55,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1484,SBSP,SBMG,pax,70,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1485,SBSP,SBMK,pax,75,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1486,SBSP,SBMO,pax,160,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1487,SBSP,SBNF,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1488,SBSP,SBPA,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1489,SBSP,SBPS,pax,95,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1490,SBSP,SBRF,pax,170,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1491,SBSP,SBRJ,pax,43,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1492,SBSP,SBRP,pax,45,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1493,SBSP,SBSG,pax,180,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1494,SBSP,SBSL,pax,190,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1495,SBSP,SBSR,pax,50,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1496,SBSP,SBSV,pax,125,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1497,SBSP,SBTC,pax,105,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1498,SBSP,SBTE,pax,175,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1499,SBSP,SBUL,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1500,SBSP,SBVT,pax,70,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1501,SBSP,SBZM,pax,46,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1502,SBSR,SBGR,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1503,SBSR,SBJP,pax,171,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1504,SBSR,SBMO,pax,148,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1505,SBSR,SBPS,pax,100,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1506,SBSR,SBRF,pax,170,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1507,SBSR,SBSG,pax,171,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1508,SBSR,SBSP,pax,45,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1509,SBSV,SBAR,pax,36,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1510,SBSV,SBBR,pax,105,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1511,SBSV,SBCF,pax,85,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1512,SBSV,SBCT,pax,161,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1513,SBSV,SBCY,pax,166,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1514,SBSV,SBFZ,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1515,SBSV,SBGL,pax,115,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1516,SBSV,SBGO,pax,110,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1517,SBSV,SBGR,pax,135,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1518,SBSV,SBKG,pax,67,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1519,SBSV,SBKP,pax,130,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1520,SBSV,SBMO,pax,54,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1521,SBSV,SBPA,pax,200,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1522,SBSV,SBPL,pax,51,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1523,SBSV,SBPS,pax,46,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1524,SBSV,SBRF,pax,61,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1525,SBSV,SBRJ,pax,109,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1526,SBSV,SBSG,pax,80,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1527,SBSV,SBSL,pax,114,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1528,SBSV,SBSP,pax,135,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
